code,name,market,board,asset_type,org_type,sector,index_membership
600871,石化油服,sh,main,stock,,油服工程,csi500
600873,梅花生物,sh,main,stock,,化学制品,csi500
600875,东方电气,sh,main,stock,,其他电源设备Ⅱ,hs300
600879,航天电子,sh,main,stock,,航天装备Ⅱ,csi500
600884,杉杉股份,sh,main,stock,,电池,csi500
600885,宏发股份,sh,main,stock,,电网设备,csi500
600886,国投电力,sh,main,stock,,电力,hs300
600887,伊利股份,sh,main,stock,,饮料乳品,hs300
600893,航发动力,sh,main,stock,,航空装备Ⅱ,hs300
600900,长江电力,sh,main,stock,,电力,hs300
600901,江苏金租,sh,main,stock,,多元金融,csi500
600905,三峡能源,sh,main,stock,,电力,hs300
600906,财达证券,sh,main,stock,,证券Ⅱ,csi500
600909,华安证券,sh,main,stock,,证券Ⅱ,csi500
600918,中泰证券,sh,main,stock,,证券Ⅱ,hs300
600919,江苏银行,sh,main,stock,,银行Ⅱ,hs300
600926,杭州银行,sh,main,stock,,银行Ⅱ,hs300
600927,永安期货,sh,main,stock,,多元金融,csi500
600930,华电新能,sh,main,stock,,电力,hs300
600938,中国海油,sh,main,stock,,油气开采Ⅱ,hs300
600941,中国移动,sh,main,stock,,通信服务,hs300
600958,东方证券,sh,main,stock,,证券Ⅱ,hs300
600967,内蒙一机,sh,main,stock,,地面兵装Ⅱ,csi500
600968,海油发展,sh,main,stock,,油服工程,csi500
600970,中材国际,sh,main,stock,,专业工程,csi500
600977,中国电影,sh,main,stock,,影视院线,csi500
600985,淮北矿业,sh,main,stock,,煤炭开采,csi500
600988,赤峰黄金,sh,main,stock,,贵金属,csi500
600989,宝丰能源,sh,main,stock,,化学原料,hs300
600995,南网储能,sh,main,stock,,电力,csi500
600998,九州通,sh,main,stock,,医药商业,csi500
600999,招商证券,sh,main,stock,,证券Ⅱ,hs300
601000,唐山港,sh,main,stock,,航运港口,csi500
601001,晋控煤业,sh,main,stock,,煤炭开采,csi500
601006,大秦铁路,sh,main,stock,,铁路公路,hs300
601009,南京银行,sh,main,stock,,银行Ⅱ,hs300
601012,隆基绿能,sh,main,stock,,光伏设备,hs300
601016,节能风电,sh,main,stock,,电力,csi500
601018,宁波港,sh,main,stock,,航运港口,hs300
601019,山东出版,sh,main,stock,,出版,csi500
601021,春秋航空,sh,main,stock,,航空机场,hs300
601058,赛轮轮胎,sh,main,stock,,汽车零部件,hs300
601059,信达证券,sh,main,stock,,证券Ⅱ,hs300
601066,中信建投,sh,main,stock,,证券Ⅱ,hs300
601077,渝农商行,sh,main,stock,,银行Ⅱ,hs300
601088,中国神华,sh,main,stock,,煤炭开采,hs300
601098,中南传媒,sh,main,stock,,出版,csi500
601099,太平洋,sh,main,stock,,证券Ⅱ,csi500
601100,恒立液压,sh,main,stock,,工程机械,hs300
601106,中国一重,sh,main,stock,,专用设备,csi500
601108,财通证券,sh,main,stock,,证券Ⅱ,csi500
601111,中国国航,sh,main,stock,,航空机场,hs300
601112,振石股份,sh,main,stock,,玻璃玻纤,csi500
601117,中国化学,sh,main,stock,,专业工程,hs300
601118,海南橡胶,sh,main,stock,,种植业,csi500
601127,赛力斯,sh,main,stock,,乘用车,hs300
601128,常熟银行,sh,main,stock,,银行Ⅱ,csi500
601136,首创证券,sh,main,stock,,证券Ⅱ,hs300
601138,工业富联,sh,main,stock,,消费电子,hs300
601139,深圳燃气,sh,main,stock,,燃气Ⅱ,csi500
601155,新城控股,sh,main,stock,,房地产开发,csi500
601156,东航物流,sh,main,stock,,物流,csi500
601162,天风证券,sh,main,stock,,证券Ⅱ,csi500
601166,兴业银行,sh,main,stock,,银行Ⅱ,hs300
601169,北京银行,sh,main,stock,,银行Ⅱ,hs300
601179,中国西电,sh,main,stock,,电网设备,csi500
601186,中国铁建,sh,main,stock,,基础建设,hs300
601198,东兴证券,sh,main,stock,,证券Ⅱ,csi500
601211,国泰海通,sh,main,stock,,证券Ⅱ,hs300
601212,白银有色,sh,main,stock,,工业金属,csi500
601216,君正集团,sh,main,stock,,化学原料,csi500
601225,陕西煤业,sh,main,stock,,煤炭开采,hs300
601228,广州港,sh,main,stock,,航运港口,csi500
601229,上海银行,sh,main,stock,,银行Ⅱ,hs300
601233,桐昆股份,sh,main,stock,,炼化及贸易,csi500
601236,红塔证券,sh,main,stock,,证券Ⅱ,csi500
601238,广汽集团,sh,main,stock,,乘用车,hs300
601288,农业银行,sh,main,stock,,银行Ⅱ,hs300
601298,青岛港,sh,main,stock,,航运港口,csi500
601318,中国平安,sh,main,stock,,保险Ⅱ,hs300
601319,中国人保,sh,main,stock,,保险Ⅱ,hs300
601328,交通银行,sh,main,stock,,银行Ⅱ,hs300
601336,新华保险,sh,main,stock,,保险Ⅱ,hs300
601360,三六零,sh,main,stock,,软件开发,hs300
601377,兴业证券,sh,main,stock,,证券Ⅱ,hs300
601390,中国中铁,sh,main,stock,,基础建设,hs300
601398,工商银行,sh,main,stock,,银行Ⅱ,hs300
601399,国机重装,sh,main,stock,,专用设备,csi500
601456,国联民生,sh,main,stock,,证券Ⅱ,hs300
601555,东吴证券,sh,main,stock,,证券Ⅱ,csi500
601567,三星电气,sh,main,stock,,电网设备,csi500
601577,长沙银行,sh,main,stock,,银行Ⅱ,csi500
601598,中国外运,sh,main,stock,,物流,csi500
601600,中国铝业,sh,main,stock,,工业金属,hs300
601601,中国太保,sh,main,stock,,保险Ⅱ,hs300
601607,上海医药,sh,main,stock,,医药商业,hs300
601608,中信重工,sh,main,stock,,专用设备,csi500
601611,中国核建,sh,main,stock,,基础建设,csi500
601615,明阳智能,sh,main,stock,,风电设备,csi500
601618,中国中冶,sh,main,stock,,专业工程,hs300
601628,中国人寿,sh,main,stock,,保险Ⅱ,hs300
601633,长城汽车,sh,main,stock,,乘用车,hs300
601658,邮储银行,sh,main,stock,,银行Ⅱ,hs300
601665,齐鲁银行,sh,main,stock,,银行Ⅱ,csi500
601666,平煤股份,sh,main,stock,,煤炭开采,csi500
601668,中国建筑,sh,main,stock,,房屋建设Ⅱ,hs300
601669,中国电建,sh,main,stock,,基础建设,hs300
601688,华泰证券,sh,main,stock,,证券Ⅱ,hs300
601689,拓普集团,sh,main,stock,,汽车零部件,hs300
601696,中银证券,sh,main,stock,,证券Ⅱ,csi500
601698,中国卫通,sh,main,stock,,航天装备Ⅱ,hs300
601699,潞安环能,sh,main,stock,,煤炭开采,csi500
601717,中创智领,sh,main,stock,,专用设备,csi500
601727,上海电气,sh,main,stock,,其他电源设备Ⅱ,hs300
601728,中国电信,sh,main,stock,,通信服务,hs300
601766,中国中车,sh,main,stock,,轨交设备Ⅱ,hs300
601788,光大证券,sh,main,stock,,证券Ⅱ,hs300
601799,星宇股份,sh,main,stock,,汽车零部件,csi500
601800,中国交建,sh,main,stock,,基础建设,hs300
601808,中海油服,sh,main,stock,,油服工程,csi500
601816,京沪高铁,sh,main,stock,,铁路公路,hs300
601818,光大银行,sh,main,stock,,银行Ⅱ,hs300
601825,沪农商行,sh,main,stock,,银行Ⅱ,hs300
601838,成都银行,sh,main,stock,,银行Ⅱ,hs300
601857,中国石油,sh,main,stock,,炼化及贸易,hs300
601865,福莱特,sh,main,stock,,光伏设备,csi500
601866,中远海发,sh,main,stock,,航运港口,csi500
601868,中国能建,sh,main,stock,,基础建设,hs300
601869,长飞光纤,sh,main,stock,,通信设备,csi500
601872,招商轮船,sh,main,stock,,航运港口,hs300
601877,正泰电器,sh,main,stock,,电网设备,hs300
601878,浙商证券,sh,main,stock,,证券Ⅱ,hs300
601880,辽港股份,sh,main,stock,,航运港口,csi500
601881,中国银河,sh,main,stock,,证券Ⅱ,hs300
601888,中国中免,sh,main,stock,,旅游零售Ⅱ,hs300
601898,中煤能源,sh,main,stock,,煤炭开采,hs300
601899,紫金矿业,sh,main,stock,,工业金属,hs300
601901,方正证券,sh,main,stock,,证券Ⅱ,hs300
601916,浙商银行,sh,main,stock,,银行Ⅱ,hs300
601919,中远海控,sh,main,stock,,航运港口,hs300
601928,凤凰传媒,sh,main,stock,,出版,csi500
601939,建设银行,sh,main,stock,,银行Ⅱ,hs300
601958,金钼股份,sh,main,stock,,小金属,csi500
601966,玲珑轮胎,sh,main,stock,,汽车零部件,csi500
601985,中国核电,sh,main,stock,,电力,hs300
601988,中国银行,sh,main,stock,,银行Ⅱ,hs300
601990,南京证券,sh,main,stock,,证券Ⅱ,csi500
601991,大唐发电,sh,main,stock,,电力,csi500
601995,中金公司,sh,main,stock,,证券Ⅱ,hs300
601997,贵阳银行,sh,main,stock,,银行Ⅱ,csi500
601998,中信银行,sh,main,stock,,银行Ⅱ,hs300
603000,人民网,sh,main,stock,,数字媒体,csi500
603019,中科曙光,sh,main,stock,,计算机设备,hs300
603049,中策橡胶,sh,main,stock,,汽车零部件,csi500
603077,和邦生物,sh,main,stock,,农化制品,csi500
603087,甘李药业,sh,main,stock,,生物制品,csi500
603092,德力佳,sh,main,stock,,风电设备,csi500
603119,浙江荣泰,sh,main,stock,,汽车零部件,csi500
603129,春风动力,sh,main,stock,,摩托车及其他,csi500
603156,养元饮品,sh,main,stock,,饮料乳品,csi500
603160,汇顶科技,sh,main,stock,,半导体,csi500
603175,超颖电子,sh,main,stock,,元件,csi500
603179,新泉股份,sh,main,stock,,汽车零部件,csi500
603225,新凤鸣,sh,main,stock,,化学纤维,csi500
603233,大参林,sh,main,stock,,医药商业,csi500
603256,宏和科技,sh,main,stock,,玻璃玻纤,csi500
603259,药明康德,sh,main,stock,,医疗服务,hs300
603260,合盛硅业,sh,main,stock,,化学制品,hs300
603288,海天味业,sh,main,stock,,调味发酵品Ⅱ,hs300
603290,斯达半导,sh,main,stock,,半导体,csi500
603296,华勤技术,sh,main,stock,,消费电子,hs300
603298,杭叉集团,sh,main,stock,,工程机械,csi500
603308,应流股份,sh,main,stock,,通用设备,csi500
603338,浙江鼎力,sh,main,stock,,工程机械,csi500
603341,龙旗科技,sh,main,stock,,消费电子,csi500
603345,安井食品,sh,main,stock,,食品加工,csi500
603369,今世缘,sh,main,stock,,白酒Ⅱ,hs300
603379,三美股份,sh,main,stock,,化学制品,csi500
603392,万泰生物,sh,main,stock,,医疗器械,hs300
603444,吉比特,sh,main,stock,,游戏Ⅱ,csi500
603486,科沃斯,sh,main,stock,,小家电,csi500
603501,豪威集团,sh,main,stock,,半导体,hs300
603529,爱玛科技,sh,main,stock,,摩托车及其他,csi500
603565,中谷物流,sh,main,stock,,航运港口,csi500
603568,伟明环保,sh,main,stock,,环境治理,csi500
603589,口子窖,sh,main,stock,,白酒Ⅱ,csi500
603596,伯特利,sh,main,stock,,汽车零部件,csi500
603605,珀莱雅,sh,main,stock,,化妆品,csi500
603606,东方电缆,sh,main,stock,,电网设备,csi500
603650,彤程新材,sh,main,stock,,橡胶,csi500
603658,安图生物,sh,main,stock,,医疗器械,csi500
603659,璞泰来,sh,main,stock,,电池,csi500
603688,石英股份,sh,main,stock,,非金属材料Ⅱ,csi500
603699,纽威股份,sh,main,stock,,通用设备,csi500
603728,鸣志电器,sh,main,stock,,电机Ⅱ,csi500
603737,三棵树,sh,main,stock,,装修建材,csi500
603766,隆鑫通用,sh,main,stock,,摩托车及其他,csi500
603786,科博达,sh,main,stock,,汽车零部件,csi500
603799,华友钴业,sh,main,stock,,能源金属,hs300
603806,福斯特,sh,main,stock,,光伏设备,csi500
603816,顾家家居,sh,main,stock,,家居用品,csi500
603833,欧派家居,sh,main,stock,,家居用品,csi500
603858,步长制药,sh,main,stock,,中药Ⅱ,csi500
603885,吉祥航空,sh,main,stock,,航空机场,csi500
603893,瑞芯微,sh,main,stock,,半导体,hs300
603899,晨光股份,sh,main,stock,,文娱用品,csi500
603920,世运电路,sh,main,stock,,元件,csi500
603939,益丰药房,sh,main,stock,,医药商业,csi500
603979,金诚信,sh,main,stock,,工业金属,csi500
603986,兆易创新,sh,main,stock,,半导体,hs300
603993,洛阳钼业,sh,main,stock,,工业金属,hs300
605117,德业股份,sh,main,stock,,光伏设备,hs300
605358,立昂微,sh,main,stock,,半导体,csi500
605499,东鹏饮料,sh,main,stock,,饮料乳品,hs300
605589,圣泉集团,sh,main,stock,,塑料,csi500
688002,睿创微纳,sh,star,stock,,军工电子Ⅱ,csi500
688008,澜起科技,sh,star,stock,,半导体,hs300
688009,中国通号,sh,star,stock,,轨交设备Ⅱ,hs300
688012,中微公司,sh,star,stock,,半导体,hs300
688017,绿的谐波,sh,star,stock,,自动化设备,csi500
688018,乐鑫科技,sh,star,stock,,半导体,csi500
688019,安集科技,sh,star,stock,,电子化学品Ⅱ,csi500
688027,国盾量子,sh,star,stock,,通信设备,csi500
688036,传音控股,sh,star,stock,,消费电子,hs300
688037,芯源微,sh,star,stock,,半导体,csi500
688041,海光信息,sh,star,stock,,半导体,hs300
688047,龙芯中科,sh,star,stock,,半导体,hs300
688052,纳芯微,sh,star,stock,,半导体,csi500
688065,凯赛生物,sh,star,stock,,化学制品,csi500
688072,拓荆科技,sh,star,stock,,半导体,hs300
688082,盛美上海,sh,star,stock,,半导体,hs300
688099,晶晨股份,sh,star,stock,,半导体,csi500
688111,金山办公,sh,star,stock,,软件开发,hs300
688114,华大智造,sh,star,stock,,医疗器械,csi500
688120,华海清科,sh,star,stock,,半导体,csi500
688122,西部超导,sh,star,stock,,航空装备Ⅱ,csi500
688126,沪硅产业,sh,star,stock,,半导体,hs300
688166,博瑞医药,sh,star,stock,,化学制药,csi500
688169,石头科技,sh,star,stock,,小家电,csi500
688172,燕东微,sh,star,stock,,半导体,csi500
688180,君实生物,sh,star,stock,,生物制品,csi500
688183,生益电子,sh,star,stock,,元件,hs300
688187,时代电气,sh,star,stock,,轨交设备Ⅱ,csi500
688188,柏楚电子,sh,star,stock,,计算机设备,csi500
688192,迪哲医药,sh,star,stock,,化学制药,csi500
688200,华峰测控,sh,star,stock,,半导体,csi500
688213,思特威,sh,star,stock,,半导体,csi500
688220,翱捷科技,sh,star,stock,,半导体,csi500
688223,晶科能源,sh,star,stock,,光伏设备,hs300
688234,天岳先进,sh,star,stock,,半导体,csi500
688235,百济神州,sh,star,stock,,化学制药,csi500
688248,南网科技,sh,star,stock,,电网设备,csi500
688256,寒武纪,sh,star,stock,,半导体,hs300
688266,泽璟制药,sh,star,stock,,化学制药,csi500
688271,联影医疗,sh,star,stock,,医疗器械,hs300
688278,特宝生物,sh,star,stock,,生物制品,csi500
688281,华秦科技,sh,star,stock,,航空装备Ⅱ,csi500
688295,中复神鹰,sh,star,stock,,化学纤维,csi500
688297,中无人机,sh,star,stock,,航空装备Ⅱ,csi500
688301,奕瑞科技,sh,star,stock,,医疗器械,csi500
688303,大全能源,sh,star,stock,,光伏设备,hs300
688313,仕佳光子,sh,star,stock,,通信设备,csi500
688318,财富趋势,sh,star,stock,,软件开发,csi500
688322,奥比中光,sh,star,stock,,光学光电子,csi500
688331,荣昌生物,sh,star,stock,,生物制品,csi500
688336,三生国健,sh,star,stock,,生物制品,csi500
688343,云天励飞,sh,star,stock,,IT服务Ⅱ,csi500
688347,华虹宏力,sh,star,stock,,半导体,csi500
688349,三一重能,sh,star,stock,,风电设备,csi500
688361,中科飞测,sh,star,stock,,半导体,csi500
688363,华熙生物,sh,star,stock,,医疗美容,csi500
688375,国博电子,sh,star,stock,,军工电子Ⅱ,csi500
688385,复旦微电,sh,star,stock,,半导体,csi500
688387,信科移动,sh,star,stock,,通信设备,csi500
688396,华润微,sh,star,stock,,半导体,hs300
688411,海博思创,sh,star,stock,,其他电源设备Ⅱ,csi500
688425,铁建重工,sh,star,stock,,工程机械,csi500
688469,芯联集成,sh,star,stock,,半导体,csi500
688472,阿特斯,sh,star,stock,,光伏设备,hs300
688475,萤石网络,sh,star,stock,,计算机设备,csi500
688498,源杰科技,sh,star,stock,,半导体,csi500
688506,百利天恒,sh,star,stock,,生物制品,hs300
688520,神州细胞,sh,star,stock,,生物制品,csi500
688521,芯原股份,sh,star,stock,,半导体,hs300
688538,和辉光电,sh,star,stock,,光学光电子,csi500
688561,奇安信,sh,star,stock,,软件开发,csi500
688563,航材股份,sh,star,stock,,航空装备Ⅱ,csi500
688568,中科星图,sh,star,stock,,IT服务Ⅱ,csi500
688578,艾力斯,sh,star,stock,,化学制药,csi500
688582,芯动联科,sh,star,stock,,半导体,csi500
688599,天合光能,sh,star,stock,,光伏设备,csi500
688608,恒玄科技,sh,star,stock,,半导体,csi500
688615,合合信息,sh,star,stock,,软件开发,csi500
688617,惠泰医疗,sh,star,stock,,医疗器械,csi500
688629,华丰科技,sh,star,stock,,军工电子Ⅱ,csi500
688676,金盘科技,sh,star,stock,,电网设备,csi500
688692,达梦数据,sh,star,stock,,软件开发,csi500
688702,盛科通信,sh,star,stock,,半导体,csi500
688708,佳驰科技,sh,star,stock,,航空装备Ⅱ,csi500
688709,成都华微,sh,star,stock,,半导体,csi500
688728,格科微,sh,star,stock,,半导体,csi500
688772,珠海冠宇,sh,star,stock,,电池,csi500
688777,中控技术,sh,star,stock,,自动化设备,csi500
688778,厦钨新能,sh,star,stock,,电池,csi500
688819,天能股份,sh,star,stock,,电池,csi500
688981,中芯国际,sh,star,stock,,半导体,hs300
689009,九号公司,sh,star,stock,,摩托车及其他,csi500
